"","words","term.freq","doc.freq"
"3648","rags",1,1
"3649","pearson",1,1
"3650","barrister",1,1
"3651","heir",1,1
"3652","fridayi",1,1
"3653","aupnst",1,1
"3654","ims",0,0
"3655","porfion",1,1
"3656","ovfortleud",1,1
"3657","cement",1,1
"3658","appearance",0,0
"3659","lawndon",1,1
"3660","pres",1,1
"3661","addi",0,0
"3662","ret",1,1
"3663","tlon",1,1
"3664","uoare",0,0
"3665","roerehante",1,1
"3666","purchases",1,1
"3667","glowingly",0,0
"3668","prospecta",1,1
"3669","mites",1,1
"3670","follow",1,1
"3671","firat",1,1
"3672","telegram",2,2
"3673","organ",1,1
"3674","rapid",1,1
"3675","eer",1,1
"3676","rulm",1,1
"3677","figure",2,2
"3678","intense",1,1
"3679","rayleigh",1,1
"3680","rsmaey",1,1
"3681","prompt",1,1
"3682","vigorous",2,2
"3683","ioe",1,1
"3684","ineieted",1,1
"3685","wait",1,1
"3686","plentiful",1,1
"3687","malcolm",1,1
"3688","grieves",1,1
"3689","circular",1,1
"3690","handling",1,1
"3691","caught",1,1
"3692","taw",1,1
"3693","liable",1,1
"3694","disappointment",1,1
"3695","rowly",1,1
"3696","cremation",1,1
"3697","authority",2,2
"3698","badly",1,1
"3699","bureau",1,1
"3700","mccarthy",1,1
"3701","policeman",1,1
"3702","outario",1,1
"3703","eighty-fourth",1,1
"3704","birthday",0,0
"3705","anglican",1,1
"3706","mines",2,2
"3707","consecrated",1,1
"3708","lordship",1,1
"3709","mcconnell",1,1
"3710","shewville",1,1
"3711","lealie",1,1
"3712","cawood",1,1
"3713","watc",1,1
"3714","baie",1,1
"3715","des",1,1
"3716","pere",1,1
"3717","comfortably",1,1
"3718","seated",1,1
"3719","ml\ll",1,1
"3720","wim",2,2
"3721","sistant",1,1
"3722","engineer",1,1
"3723","aula",1,1
"3724","las",1,1
"3725","occa",1,1
"3726","bechanced",1,1
"3727","fund",1,1
"3728","aad",1,1
"3729","byfhis",1,1
"3730","decfslon",1,1
"3731","lso",1,1
"3732","pain",1,1
"3733","folk",1,1
"3734","blackberry-lng",1,1
"3735","berries",1,1
"3736","scarce",1,1
"3737","j-e",1,1
"3738","wont",1,1
"3739","trip",2,2
"3740","and-oh",1,1
"3741","it's",1,1
"3742","stack",3,3
"3743","bertrand",1,1
"3744","severely",1,1
"3745","kicked",1,1
"3746","chest",1,1
"3747","ribs",1,1
"3748","raft",1,1
"3749","impromptu",1,1
"3750","litter",1,1
"3751","lemoval",1,1
"3752","papers",3,2
"3753","published",2,2
"3754","privilege",1,1
"3755","entermg",1,1
"3756","hardman",1,1
"3757","aorta",1,1
"3758","exhibit",1,1
"3759","actual",0,0
"3760","exhibi",1,1
"3761","amined",1,1
"3762","pronounced",2,2
"3763","admission",2,2
"3764","painful",1,1
"3765","surely",2,2
"3766","dsrd",1,1
"3767","lomaticslly",1,1
"3768","expense",1,1
"3769","sault",1,1
"3770","balance",1,1
"3771","mane",1,1
"3772","traffic",1,1
"3773","consists",1,1
"3774","september",14,14
"3775","townships",2,2
"3776","banque",1,1
"3777","peuple",1,1
"3778","ubllc",1,1
"3779","ratepayers",0,0
"3780","nth",1,1
"3781","proposal",1,1
"3782","psalm",1,1
"3783","impressive",1,1
"3784","weie",2,2
"3785","god",1,1
"3786","save",1,1
"3787","sung",1,1
"3788","happiest",1,1
"3789","matthew's",1,1
"3790","ant",1,1
"3791","sepetembcr",1,1
"3792","greatest",2,2
"3793","exploits",1,1
"3794","acts",1,1
"3795","device",3,1
"3796","monster",2,1
"3797","revolving",1,1
"3798","tells",1,1
"3799","tale",2,2
"3800","legislators",1,1
"3801","daring",1,1
"3802","aeronaut",1,1
"3803","commencing",1,1
"3804","rainlmw",1,1
"3805","cellaret",1,1
"3806","hreshing",1,1
"3807","numerous",1,1
"3808","vexing",1,1
"3809","danger",1,1
"3810","balloons",1,1
"3811","meteors",1,1
"3812","questions",1,1
"3813","discussing",1,1
"3814","mid-air",1,1
"3815","excitement",1,1
"3816","changing",1,1
"3817","fixed",1,1
"3818","gradu-f",1,1
"3819","lutter",1,1
"3820","listening",1,1
"3821","signal",1,1
"3822","drop",1,1
"3823","allv",1,1
"3824","breaking",2,2
"3825","circlt",1,1
"3826","p&rliaiii",1,1
"3827","iit",1,1
"3828","t.icn",1,1
"3829","liskiu",1,1
"3830","cxcm",1,1
"3831","oldcn",1,1
"3832","aiul",1,1
"3833","silver",0,0
"3834","rcuartcil",1,1
"3835","stands",1,1
"3836","earth",1,1
"3837","unique",1,1
"3838","verv",2,2
"3839","laugli-conneclcd",1,1
"3840","acknowledged",1,1
"3841","nerves",1,1
"3842","represents",1,1
"3843","emg",1,1
"3844","rows",1,1
"3845","desks",0,0
"3846","chairs",1,1
"3847","assured",1,1
"3848","comfort",1,1
"3849","restaurants",1,1
"3850","lunch",1,1
"3851","managed",1,1
"3852","caterers",1,1
"3853","supervision",1,1
"3854","quality",2,2
"3855","serve",2,2
"3856","reasonable",0,0
"3857","rates",2,2
"3858","prolonged",2,2
"3859","unknown",1,1
"3860","t)fp",1,1
"3861","htufvt",1,1
"3862","pthihitnr",1,1
"3863","serenade",1,1
"3864","independent",2,2
"3865","rlce",0,0
"3866","vllleflrst",1,1
"3867","temple",1,1
"3868","boston",1,1
"3869","gutted",1,1
"3870","bustness",1,1
"3871","universally",1,1
"3872","suspended",1,1
"3873","factories",2,2
"3874","extra",1,1
"3875","earl",1,1
"3876","burdett",1,1
"3877","belleville",1,1
"3878","illness",3,3
"3879","curious",1,1
"3880","effecting",1,1
"3881","circumstance",1,1
"3882","elder",2,2
"3883","entries",1,1
"3884","gfode",1,1
"3885","velvets",1,1
"3886","fustians",1,1
"3887","linen",1,1
"3888","tad",1,1
"3889","park",1,1
"3890","jimini",1,1
"3891","farthest",1,1
"3892","quosted",1,1
"3893","buyer",1,1
"3894","unmarried",1,1
"3895","write",1,1
"3896","mac",1,1
"3897","eye",1,1
"3898","started",2,2
"3899","object",1,1
"3900","matrimony",1,1
"3901","length",1,1
"3902","blackberry",1,1
"3903","picking",0,0
"3904","fyles",1,1
"3905","caldwell",2,2
"3906","population",3,2
"3907","mills",2,2
"3908","rman",1,1
"3909","uharlebmegel",2,2
"3910","advertising",2,2
"3911","ratva",0,0
"3912","appllca",2,2
"3913","p'kht",2,2
"3914","ectn",2,2
"3915","attorns",1,1
"3916","tun",1,1
"3917","rosse",1,1
"3918","club",1,1
"3919","defeated",1,1
"3920","coi",1,1
"3921","garvey",1,1
"3922","candidate",1,1
"3923","kerry",1,1
"3924","archduke",1,1
"3925","lsdaslas",1,1
"3926","anstcmisls",1,1
"3927","diflferhowever",1,1
"3928","mornine",1,1
"3929","contemplated",1,1
"3930","expul",1,1
"3931","accidental",1,1
"3932","discharge",1,1
"3933","gun",2,2
"3934","wide",1,1
"3935","difference",1,1
"3936","opin",1,1
"3937","prime",0,0
"3938","hse",1,1
"3939","srx",1,1
"3940","diseased",1,1
"3941","hussisn",1,1
"3942","bursting",1,1
"3943","l*dl*b",1,1
"3944","ban",1,1
"3945","kills",1,1
"3946","eela",1,1
"3947","temporary",1,1
"3948","recovery",2,2
"3949","armies",1,1
"3950","saa*arwer",1,1
"3951","true",1,1
"3952","eld",1,1
"3953","jwaes",1,1
"3954","torerqpve",1,1
"3955","oobb",1,1
"3956","haunted",1,1
"3957","people's",0,0
"3958","indians",2,2
"3959","gates",1,1
"3960","exhibits",0,0
"3961","rock",2,2
"3962","patients",2,2
"3963","abol",1,1
"3964","eleventh",1,1
"3965","shswtllleflret",1,1
"3966","promi-irish",1,1
"3967","politics",1,1
"3968","fenian",1,1
"3969","lome",1,1
"3970","spanish",1,1
"3971","acting",1,1
"3972","draft",3,3
"3973","equivalent",1,1
"3974","settlement",1,1
"3975","mora",1,1
"3976","claim",1,1
"3977","swindled",1,1
"3978","confidence",0,0
"3979","game",1,1
"3980","beguiled",1,1
"3981","buried",1,1
"3982","treasure",1,1
"3983","cams",1,1
"3984","courte",1,1
"3985","parie",1,1
"3986","acooeod",1,1
"3987","swindlers",1,1
"3988","pedro",1,1
"3989","baquet",1,1
"3990","olive",1,1
"3991","skin",1,1
"3992","hair",1,1
"3993","edouard",1,1
"3994","antoine",1,1
"3995","pale",1,1
"3996","red-headed",1,1
"3997","oity",1,1
"3998","daylight",1,1
"3999","shook",1,1
"4000","variously",1,1
"4001","calculated",1,1
"4002","lasted",1,1
"4003","rocked",1,1
"4004","a.j",1,1
"4005","cradle",1,1
"4006","falling",2,2
"4007","rooka",1,1
"4008","hiltsa",1,1
"4009","lad",1,1
"4010","agetreeiding",1,1
"4011","monro",1,1
"4012","toron",1,1
"4013","accidentally",1,1
"4014","repairing",1,1
"4015","pistol",2,2
"4016","empty",1,1
"4017","massachusetts",1,1
"4018","attributed",1,1
"4019","cities",1,1
"4020","increased",2,2
"4021","census",1,1
"4022","rapidly",1,1
"4023","ainoe",1,1
"4024","redmond",1,1
"4025","ex-prime",1,1
"4026","jnee",1,1
"4027","thas",1,1
"4028","guarbnteee",1,1
"4029","sligheet",1,1
"4030","truth",1,1
"4031","majestic",1,1
"4032","ran",1,1
"4033","aground",1,1
"4034","sands",1,1
"4035","foot",2,2
"4036","nebraska",1,1
"4037","spithesd",1,1
"4038","floated",1,1
"4039","raises",1,1
"4040","gallons",1,1
"4041","poisoned",1,1
"4042","deteceating",1,1
"4043","toadetoole'm",0,0
"4044","mistake",1,1
"4045","mushrooms",2,2
"4046","ives",1,1
"4047","quinn",1,1
"4048","reagan",1,1
"4049","becker",3,2
"4050","spinks",0,0
"4051","neighbors",1,1
"4052","eating",1,1
"4053","medical",1,1
"4054","attendant",1,1
"4055","poisoning",1,1
"4056","partook",1,1
"4057","doubts",1,1
"4058","entertained",2,2
"4059","pier",1,1
"4060","moreoambe",1,1
"4061","watering",1,1
"4062","throwing",1,1
"4063","somber",1,1
"4064","store",2,2
"4065","yarm",1,1
"4066","ually",1,1
"4067","representative",1,1
"4068","dif",1,1
"4069","big'torn",1,1
"4070","lanill",1,1
"4071","oarsneld",1,1
"4072","lamp",0,0
"4073","irwin",1,1
"4074","tinsmith",1,1
"4075","mckay",1,1
"4076","artie",1,1
"4077","wain",1,1
"4078","nun",0,0
"4079","xtvtiljn",1,1
"4080","ol/jn",1,1
"4081","child",1,1
"4082","relatives",2,2
"4083","goulburn",1,1
"4084","shields",1,1
"4085","robinson",1,1
"4086","maodoogall",1,1
"4087","married",2,2
"4088","oublie",1,1
"4089","accommodation",1,1
"4090","lease",2,2
"4091","lightening",1,1
"4092","accorded",1,1
"4093","eul",1,1
"4094","ject",1,1
"4095","hector",0,0
"4096","berihelot",1,1
"4097","owumoce",1,1
"4098","laat-an",1,1
"4099","shooting",2,2
"4100","lion",2,2
"4101","heroes",1,1
"4102","langdon",1,1
"4103","abbey",1,1
"4104","chryaler'e",1,1
"4105","stabling",1,1
"4106","homestead",1,1
"4107","hsggart",1,1
"4108","ouf",1,1
"4109","sbawvllle",1,1
"4110","mrer",1,1
"4111","weetmaoott",1,1
"4112","bear",2,2
"4113","ate",3,3
"4114","ship",1,1
"4115","stoneleigh",1,1
"4116","mel",1,1
"4117","bourne",1,1
"4118","feart",0,0
"4119","eteameri",1,1
"4120","conilantine",1,1
"4121","trevethick",1,1
"4122","collided",1,1
"4123","tyne",1,1
"4124","constantine",1,1
"4125","water's",1,1
"4126","edge",1,1
"4127","foundered",1,1
"4128","hut",0,0
"4129","desperate",1,1
"4130","wask",1,1
"4131","reticence",1,1
"4132","prison",1,1
"4133","ceremonies",1,1
"4134","fie",1,1
"4135","secret",2,2
"4136","military",1,1
"4137","garibaldiens",1,1
"4138","banners",1,1
"4139","materially",1,1
"4140","thirteen",1,1
"4141","bauds",1,1
"4142","music",2,2
"4143","perry",1,1
"4144","honor",0,0
"4145","hoisted",1,1
"4146","cells",1,1
"4147","seult",1,1
"4148","oblained",1,1
"4149","exclusive",1,1
"4150","marie",1,1
"4151","lubmarjde",1,1
"4152","hawaii",1,1
"4153","season",1,1
"4154","discussion",1,1
"4155","advocates",1,1
"4156","shortis",2,2
"4157","alleyfield",1,1
"4158","cowes",1,1
"4159","rugnu",1,1
"4160","yachtsmen",1,1
"4161","lois",1,1
"4162","ramee",1,1
"4163","maes",1,1
"4164","active",1,1
"4165","ness",1,1
"4166","accustomed",1,1
"4167","purchase",1,1
"4168","previously",3,3
"4169","ashore",1,1
"4170","south-meredith",1,1
"4171","cargo",1,1
"4172","wash-were",0,0
"4173","beach",2,2
"4174","htintencmg",1,1
"4175","guilty",1,1
"4176","small",3,3
"4177","wrecks",1,1
"4178","minor",1,1
"4179","casualties",1,1
"4180","ruers",1,1
"4181","promptly",1,1
"4182","passing",1,1
"4183","counterfeit",1,1
"4184","coin",0,0
"4185","buell",1,1
"4186","orr",1,1
"4187","bawville",1,1
"4188","sep",1,1
"4189","significant",1,1
"4190","emergency",1,1
"4191","hospitals",1,1
"4192","add",2,2
"4193","testimony",1,1
"4194","busiest",1,1
"4195","dayis",1,1
"4196","engageti",0,0
"4197","smuggling",1,1
"4198","oct",2,2
"4199","burnt",1,1
"4200","lteauharnois",1,1
"4201","selecting",1,1
"4202","challenged",2,1
"4203","panel",1,1
"4204","exhausted",1,1
"4205","accepted",1,1
"4206","requisite",1,1
"4207","brutal",1,1
"4208","assaults",1,1
"4209","ccjvn",1,1
"4210","happened",1,1
"4211","oouple",1,1
"4212","whitney",1,1
"4213","hilliard",2,1
"4214","whelan",2,1
"4215","words",1,1
"4216","demanded",1,1
"4217","apology",1,1
"4218","toapolgize",1,1
"4219","forand",1,1
"4220","lockjaw",1,1
"4221","nail",1,1
"4222","alive",0,0
"4223","accompany",1,1
"4224","manuscript",1,1
"4225","tewa",1,1
"4226","munication",1,1
"4227","maryland",1,1
"4228","wednes",0,0
"4229","inevitable",1,1
"4230","stalk",1,1
"4231","peas",1,1
"4232","eighty",1,1
"4233","well-filled",0,0
"4234","koeeeau",1,1
"4235","cow",1,1
"4236","citizens",1,1
"4237","combined",1,1
"4238","ages",1,1
"4239","toadstools",0,0
"4240","langtry",1,1
"4241","discusses",1,1
"4242","scientific",1,1
"4243","expert",3,3
"4244","flat",1,1
"4245","products",1,1
"4246","flourand",1,1
"4247","jamaica",1,1
"4248","furnishing",1,1
"4249","gsblnel",1,1
"4250","dulf",1,1
"4251","eleot#d",0,0
"4252","qualified",1,1
"4253","ratification",1,1
"4254","heory",1,1
"4255","stanley",1,1
"4256","sen",1,1
"4257","fran-sir",1,1
"4258","julian",1,1
"4259","pauocefote",1,1
"4260","clgco",1,1
"4261","occupant",1,1
"4262","anti",1,1
"4263","lightened",1,1
"4264","festival",1,1
"4265","pretends",1,1
"4266","shoot",2,2
"4267","harmless",1,1
"4268","barnabas",1,1
"4269","admitted",1,1
"4270","ritualistic",1,1
"4271","iwued",1,1
"4272","suawvllleflrst",1,1
"4273","avww",1,1
"4274","uoxapsay",1,1
"4275","pieabytenait",1,1
"4276","ful",1,1
"4277","advice",1,1
"4278","plans",1,1
"4279","ven",0,0
"4280","armitage",1,1
"4281","rtilway",1,1
"4282","staff",0,0
"4283","shipments",1,1
"4284","gtenhen",1,1
"4285","hoyt",1,1
"4286","lyndon",1,1
"4287","switzerland",1,1
"4288","eubse",1,1
"4289","lawrence",1,1
"4290","selkirk",1,1
"4291","covers",1,1
"4292","period",1,1
"4293","h;e",1,1
"4294","jus",1,1
"4295","diet:ids",1,1
"4296","rieharl",1,1
"4297","esterbrcok",1,1
"4298","founder",2,2
"4299","mcgovern",1,1
"4300","hnghsh",1,1
"4301","yrel",1,1
"4302","etee",1,1
"4303","pen",1,1
"4304","manufactory",1,1
"4305","uivver",1,1
"4306","insensibly",1,1
"4307","drunk",1,1
"4308","vacant",1,1
"4309","lot",1,1
"4310","tiifl",1,1
"4311","youngest",1,1
"4312","g.atei",1,1
"4313","toe",2,2
"4314","esterbrook",1,1
"4315","desr",1,1
"4316","bep",0,0
"4317","arms",1,1
"4318","engineers",1,1
"4319","belfast",2,1
"4320","yards",2,1
"4321","harlandand",1,1
"4322","wolff",0,0
"4323","bdg",1,1
"4324","o:her",1,1
"4325","uenert'l",0,0
"4326","ministerialists",1,1
"4327","bold",1,1
"4328","robbery",0,0
"4329","inu",1,1
"4330","f'ulowfiold",1,1
"4331","partridge",1,1
"4332","expedition",2,2
"4333","hack",1,1
"4334","pleatumt",1,1
"4335","outing",1,1
"4336","bagged",1,1
"4337","birds",1,1
"4338","gttttlemsn",1,1
"4339","morrow",1,1
"4340","key",1,1
"4341","forced",1,1
"4342","marches",1,1
"4343","matanzas",1,1
"4344","cubans",1,1
"4345","engaged",1,1
"4346","cavalry",1,1
"4347","forer",1,1
"4348","spaniards",1,1
"4349","juan",1,1
"4350","tiha",1,1
"4351","wvllleflret",0,0
"4352","t-iot",1,1
"4353","hay",2,2
"4354","payah",0,0
"4355","branches",1,1
"4356","decern",1,1
"4357","tdk",1,1
"4358","tran",1,1
"4359","kkk",1,1
"4360","sixteenth",1,1
"4361","thirtieth",1,1
"4362","vember",1,1
"4363","dayn",0,0
"4364","included",1,1
"4365","maooo",1,1
"4366","nov",2,2
"4367","magoon",1,1
"4368","eeq",1,1
"4369","revoked",1,1
"4370","charter",1,1
"4371","remember",0,0
"4372","shabby",1,1
"4373","turnout",1,1
"4374","hau",1,1
"4375","dissolving",1,1
"4376","appear-needay",1,1
"4377","brethren",1,1
"4378","stop",1,1
"4379","complete",1,1
"4380","considers-license",1,1
"4381","depart",1,1
"4382","tion",2,2
"4383","buying",1,1
"4384","harness",1,1
"4385","saloon",2,1
"4386","promised",1,1
"4387","reformers",1,1
"4388","episcopal",1,1
"4389","graham",4,3
"4390","type",2,2
"4391","build",1,1
"4392","princess",1,1
"4393","maud",1,1
"4394","commission",1,1
"4395","codify",1,1
"4396","dairy",1,1
"4397","copen",1,1
"4398","civil",1,1
"4399","procedure",1,1
"4400","hagen",1,1
"4401","hors",1,1
"4402","sessionbe",1,1
"4403","poai",1,1
"4404","thet",1,1
"4405","king",2,2
"4406","christian",1,1
"4407","intirety",1,1
"4408","prncesa",1,1
"4409","copy",1,1
"4410","concern",1,1
"4411","dhawvllleflrst",1,1
"4412","gathering",2,2
"4413","pakenham",2,2
"4414","milliner",2,2
"4415","abemethy",2,2
"4416","delivery",2,2
"4417","oil",0,0
"4418","eades",1,1
"4419","margaret",1,1
"4420","lair",0,0
"4421","parlor",1,1
"4422","sad",2,2
"4423","departed",2,2
"4424","hhhhi",1,1
"4425","procured",3,3
"4426","turpain",1,1
"4427","bridesmaid",1,1
"4428","elias",1,1
"4429","program",2,2
"4430","disappeared",1,1
"4431","rapidity",1,1
"4432","happy",1,1
"4433","survived",1,1
"4434","attack",1,1
"4435","welcomed",1,1
"4436","deponent",1,1
"4437","saith",1,1
"4438","quiet",1,1
"4439","supper",1,1
"4440","enj",1,1
"4441","yed",1,1
"4442","dicate",1,1
"4443","breakfast",1,1
"4444","predated",1,1
"4445","served",1,1
"4446","j/dock",1,1
"4447","prairie",1,1
"4448","tract",1,1
"4449","il.v",1,1
"4450","iiehulf",1,1
"4451","co-operated",1,1
"4452","flagler",1,1
"4453","pense",1,1
"4454","greenings",0,0
"4455","easier",1,1
"4456","prevail",1,1
"4457","disabled",1,1
"4458","steam",1,1
"4459","perish",1,1
"4460","thinksi",1,1
"4461","urea",1,1
"4462","sheep",1,1
"4463","continued",1,1
"4464","rain",1,1
"4465","oott",1,1
"4466","laurier",0,0
"4467","taillon",2,2
"4468","introduced",1,1
"4469","repealing",0,0
"4470","imposing",1,1
"4471","taxes",1,1
"4472","licenses",1,1
"4473","oome",1,1
"4474","october",1,1
"4475","yoed",1,1
"4476","attained",1,1
"4477","deeth",1,1
"4478","s.mard",1,1
"4479","charleroii",1,1
"4480","knndfcd",1,1
"4481","firmt",1,1
"4482","battery",1,1
"4483","boilers",1,1
"4484","wracking",1,1
"4485","nos",1,1
"4486","lsrned",1,1
"4487","killing",1,1
"4488","wounding",1,1
"4489","causing",1,1
"4490","lepipe",1,1
"4491","nathaniel",1,1
"4492","ysrm",1,1
"4493","interred",4,4
"4494","parsonage",1,1
"4495","nightnov",1,1
"4496","missionary",2,1
"4497","elmside",1,1
"4498","informs",1,1
"4499","pressing",2,2
"4500","november",5,4
"4501","requiring",0,0
"4502","rattray",4,2
"4503","cobden",4,2
"4504","whote",2,2
"4505","mentioned",2,2
"4506","peacefully",2,2
"4507","presbyterian",3,3
"4508","hodgins",3,3
"4509","sons",3,3
"4510","presence",2,2
"4511","interior",2,2
"4512","concourse",2,2
"4513","shelf",2,2
"4514","afforded",2,2
"4515","bissonette",1,1
"4516","stage",2,1
"4517","loughboro",1,1
"4518","week's",1,1
"4519","leslie",1,1
"4520","carcase",1,1
"4521","antlered",1,1
"4522","monarch",1,1
"4523","complaining",1,1
"4524","frequently",1,1
"4525","examin",1,1
"4526","threatening",1,1
"4527","sorts",1,1
"4528","seiz",1,1
"4529","academy",1,1
"4530","household",1,1
"4531","uree",1,1
"4532","persisted",1,1
"4533","accordance",1,1
"4534","announce",1,1
"4535","ouity",0,0
"4536","wilkins",1,1
"4537","eeaae",1,1
"4538","massacres",1,1
"4539","fears",1,1
"4540","joint",1,1
"4541","blocked",1,1
"4542","concurrent",1,1
"4543","concentration",1,1
"4544","mtr",1,1
"4545","porte",1,1
"4546","waste",1,1
"4547","estimates",1,1
"4548","expenditure",1,1
"4549","fiscal",1,1
"4550","hswville",0,0
"4551","lively",1,1
"4552","commodities",2,2
"4553","atshawvllleflrstthursday",1,1
"4554","ofeaoh",1,1
"4555","wasted",1,1
"4556","denominations",2,1
"4557","illustrated",1,1
"4558","synod",1,1
"4559","missionaries",1,1
"4560","pipestone",0,0
"4561","struggling",1,1
"4562","churches",1,1
"4563","pagan",1,1
"4564","heard",1,1
"4565","gospel",1,1
"4566","briefly",1,1
"4567","deceased's",1,1
"4568","thereat",1,1
"4569","obtt-a",1,1
"4570","durig",1,1
"4571","interval",1,1
"4572","occurrence",1,1
"4573","lamentable",1,1
"4574","rites",1,1
"4575","sorrow",1,1
"4576","sorely",1,1
"4577","afflicted",1,1
"4578","parting",1,1
"4579","features",1,1
"4580","calmly",1,1
"4581","reposed",1,1
"4582","embrace",1,1
"4583","lucas",1,1
"4584","blacksmith",4,4
"4585","ridge",6,4
"4586","auspices",1,1
"4587","parochial",1,1
"4588","enjoyable",1,1
"4589","goodie",1,1
"4590","burg",1,1
"4591","ann",1,1
"4592","cline",0,0
"4593","fransa",1,1
"4594","cud",2,2
"4595","pushing",2,2
"4596","canoe",1,1
"4597","abut",1,1
"4598","muzzle",1,1
"4599","pointed",1,1
"4600","discharged",1,1
"4601","contents",1,1
"4602","abdomeninflicting",1,1
"4603","wound",1,1
"4604","unfortunate",1,1
"4605","eay",1,1
"4606","book",1,1
"4607","induce",0,0
"4608","intelligent",1,1
"4609","greet",1,1
"4610","whirlwind",1,1
"4611","approval",1,1
"4612","fte",1,1
"4613","merlin",1,1
"4614","deeerve",1,1
"4615","canadians",1,1
"4616","located",1,1
"4617","canada.n",1,1
"4618","ocean",2,2
"4619","freights",1,1
"4620","ncicl",1,1
"4621","r&isins",1,1
"4622","cts",1,1
"4623","final",1,1
"4624","beaver",1,1
"4625","huron",1,1
"4626","sailed",1,1
"4627","fr-'m",1,1
"4628","caracas",1,1
"4629","constantinople",1,1
"4630","bands",1,1
"4631","marauding",1,1
"4632","circassians",1,1
"4633","plundering",1,1
"4634","prohibiting",1,1
"4635","newspapers",1,1
"4636","entering",1,1
"4637","zest",1,1
"4638","desire",1,1
"4639","vdlage",1,1
"4640","farquharson",1,1
"4641","tlit",1,1
"4642","thought",1,1
"4643","safely",1,1
"4644","lv-v",1,1
"4645","cairns",1,1
"4646","rum",1,1
"4647","collected",1,1
"4648","ght",1,1
"4649","hav",1,1
"4650","lumieux",0,0
"4651","destroy",1,1
"4652","thompson",2,2
"4653","iwoed",1,1
"4654","bhswfille",1,1
"4655","rosnsblpfrer",1,1
"4656","brewster",1,1
"4657","treal",1,1
"4658","isai",1,1
"4659","judg",1,1
"4660","hop",1,1
"4661","eioder",1,1
"4662","lands",0,0
"4663","reason",1,1
"4664","diocese",1,1
"4665","wees",1,1
"4666","boomer",1,1
"4667","denies",1,1
"4668","laud",1,1
"4669","scree",1,1
"4670","contemplates",1,1
"4671","tallinn",1,1
"4672","centuries",1,1
"4673","nae",1,1
"4674","lal",1,1
"4675","deo",1,1
"4676","shawvllledrst",1,1
"4677","ofeacb",1,1
"4678","solicits",1,1
"4679","untr",1,1
"4680","aiuvu",1,1
"4681","cull",1,1
"4682","seymour",1,1
"4683","greemhields",1,1
"4684","crossed",1,1
"4685","chats",1,1
"4686","venture",1,1
"4687","bave",1,1
"4688","upndy",1,1
"4689","avi",1,1
"4690","ciu",1,1
"4691","hotei",1,1
"4692","anxious",1,1
"4693","c*on",1,1
"4694","luliway",1,1
"4695","lcily",1,1
"4696","eons",1,1
"4697","j.judd",1,1
"4698","lla",1,1
"4699","power",1,1
"4700","preceding",1,1
"4701","wit",1,1
"4702","wme",1,1
"4703","demise",1,1
"4704","related",0,0
"4705","heartv",1,1
"4706","nesr",1,1
"4707","hreckenridge",1,1
"4708","tice",1,1
"4709","ensuing",1,1
"4710","meal",1,1
"4711","retired",1,1
"4712","remembered",1,1
"4713","silled",1,1
"4714","young.chaplain",1,1
"4715","arrowing",1,1
"4716","abbott",0,0
"4717","considered",1,1
"4718","nrday",1,1
"4719","frederick",1,1
"4720","griffith",2,1
"4721","moulder",2,2
"4722","triplets",1,1
"4723","girl",1,1
"4724","healthy",1,1
"4725","wen",1,1
"4726","fifteen",2,2
"4727","presented",2,2
"4728","servative",1,1
"4729","op-count",0,0
"4730","taafe",1,1
"4731","austrian",1,1
"4732","ellis",1,1
"4733","bohemia",1,1
"4734","onjer",1,1
"4735","forbidding",1,1
"4736","urfa",1,1
"4737","l*o",1,1
"4738","lieheved",1,1
"4739","purse",1,1
"4740","barnar-do",1,1
"4741","butt",1,1
"4742","founding",0,0
"4743","destitute",1,1
"4744","cigar-manufacturing",1,1
"4745","avis",1,1
"4746","sixty-first",1,1
"4747","gregory",1,1
"4748","counties",0,0
"4749","welland",1,1
"4750","lincoln",1,1
"4751","ni-falls",1,1
"4752","tramp",1,1
"4753","maurice",1,1
"4754","barker",1,1
"4755","slept",1,1
"4756","sterling",1,1
"4757","share",1,1
"4758","father's",1,1
"4759","inform",2,2
"4760","inhabitants",1,1
"4761","surrounding",3,3
"4762","breadth",1,1
"4763","nav",1,1
"4764","suo-displacement",1,1
"4765","loaded",1,1
"4766","tons",1,1
"4767","cession",1,1
"4768","plate",1,1
"4769","toilers",1,1
"4770","normand",1,1
"4771","blurted",1,1
"4772","tube",1,1
"4773","engines",1,1
"4774","triple",1,1
"4775","expansion",1,1
"4776","dae",1,1
"4777","leas",1,1
"4778","yer",2,1
"4779","manners",1,1
"4780","hour's",1,1
"4781","speed",1,1
"4782","inair",1,1
"4783","siller",1,1
"4784","leddy",1,1
"4785","lmt",0,0
"4786","puhmc",1,1
"4787","dec",3,3
"4788","sanitarium",2,1
"4789","treatment",1,1
"4790","consumption",1,1
"4791","catarrh",1,1
"4792","asthma",1,1
"4793","bronchitis",1,1
"4794","method",1,1
"4795","inhalation",1,1
"4796","plication",1,1
"4797","junction",1,1
"4798","ereolng",1,1
"4799","bor",1,1
"4800","ofeaeb",1,1
"4801","inquest",1,1
"4802","gam",1,1
"4803","esa",1,1
"4804","easton",2,1
"4805","praia",1,1
"4806","learned",1,1
"4807","pathetic",1,1
"4808","interment",1,1
"4809","missing",1,1
"4810","link",1,1
"4811","deposited",1,1
"4812","burial",1,1
"4813","brotherhood",1,1
"4814","brothers",2,2
"4815","trainmen",1,1
