Equity issue,day of week,description (from line),Column 4,Column 5
1895-08-29,Wednesday,  K?* Dr Stack house sr. will be at Quyon on Tuesday Sept 10 ; Shawville Wednesday Sept. 11 ; Campbell's Bay Thursday Sept. 12th.,,
1895-08-29, Thursday,  K?* Dr Stack house sr. will be at Quyon on Tuesday Sept 10 ; Shawville Wednesday Sept. 11 ; Campbell's Bay Thursday Sept. 12th.,,
1895-08-29, Friday,  Accidents have been the order of the day here. On Friday a young man of the name of Bertrand residing at Calumet Island was severely kicked by a horse having his chest and several ribs broken.,,
1895-08-29, Saturday,  On Saturday night the last raft of the,,
1895-08-29, exhibition day,  upon an impromptu litter for lemoval year one of Ihe beat agricultural papers tr4Ck' over the portage to the raft where Dr. published the privilege of entermg all Hardman who had been summoned ex- aorta of exhibit and if an actual exhibi amined him and pronounced his condition tor a free ticket of admission to the not dangerous though very painful. grounds on exhibition day. Surely this,,
1895-09-05, Saturday,  On Saturday afternoon in Montreal a dsrd	r	lhe lomaticslly represented at London instead,,
1895-09-05,day,  It has been definitely settled that the The total expense of the High Court new Canadian Canal at the Sault 8te. were $5555.96 and the balance now on Mane will be opened for traffic on Mon- hand consists of $2179.17 in the Eastern day the 9th of September. There will Townships bank and $2099.15 in the be no formalities or ceremony whatever Banque du Peuple in connection with the opening. The	------?-------,,
1895-09-05, Monday,  last. a 1 ubllc Meeting of the Ratepayers of the said municipality will take place in the council hall en Monday evening Sept.,,
1895-09-05, Friday,  celebrated hie 92nd birthday on Friday.,,
1895-09-05, Monday,  ' a meeting of ratepayers to be held in the Council Hall on Monday the Nth day of September tv consider the proposal of,,
1895-09-05, exhibition day,  24th Psalm. Very impressive weie the grounds on exhibition day. Surely this,,
1895-09-05, Saturday,  in front Saturday August 1T b,,
1895-09-05, happiest day,  God save the Queen w as sung and thus ended one of the happiest days in the JOHN YOUNG history of St Matthew's Church.,,
1895-09-05-01, Friday,  Friday September 27th.,,
1895-09-05-01, Saturday,  Saturday September ant.,,
1895-09-05-01,Wednesday,  Wednesday Sepetembcr 25th.,,
1895-09-05-01, Thursday,  Thursday September 26th.,,
1895-09-05-01,the day,  which can l>e seen for miles around and as the greatest of all exploits and acts of Device No. 4 a monster revolving tells the tale that our worthy legislators daring known to the aeronaut. Not only wheel commencing with rainlmw cellaret hreshing out the numerous vexing is there a danger of the balloons col I id- 1|( turned by eight fiery meteors questions of the day and discussing laws ing in mid-air but the excitement of changing to a fixed color device gradu-f or the lutter government of the country listening for the signal to drop and allv breaking forth into a monster circlt I Ii4 Library of P&rliAiii6iit> which t.icn liskiu^ cxcm \ thing to t l>ai k to of j^oldcn aiul silver fires rcuartcil. stands back from the main building but earth first must have a very trying Device No. 3. is unique and verv laugli-conneclcd with it. is acknowledged to be effect on the nerves.	able ; it represents the figure of a man,,
1895-09-05-01, yesterday,  and business. Emg rows of desks and with Stevens yesterday chairs extend far back on either hand.,,
1895-09-05-01, entire day,  Visitors may be assured of finding on the grounds everything necessary to tho convenience and comfort of young and old during the entire day. Ample restaurants and lunch rooms managed by experienced caterers and under the supervision of the Board of Directors as to price and quality of food will serve meals and refreshments during hours of exhibition at reasonable rates.,,
Binary file 1895-09-05-01,  matches,,,
1895-09-12, Thursday,  Shawville every Thursday.,,
1895-09-12, Saturday,  *	  	Saturday night after a prolonged visit of The body of an unknown man was !	T)FP v HTUFVT,,
1895-09-12,day,  Two PThihitnr. 1t	L . a serenade by the Independent Band. day when it came out in evidence that 1 rlce8',,
1895-09-12, Thursday,  Will be at Shaw vllleflrst Thursday of each i rv month.	J,,
1895-09-12, Saturday,  1'he Masonic Temple at Boston was gutted by tire on Saturday last.,,
1895-09-12, seven day,  and courts are all closed and official bustness is universally suspended although some of the factories continue in operation seven days in the week. But under the law those who work seven days receive extra wages.,,
1895-09-12,Sunday,  Dr. David Earl Burdett of Belleville died at his residence in that place on Sunday after a long illness. A curious and effecting circumstance is associated with his death. He had an elder brother,,
1895-09-12, Thursday,  I will be in Shawville all day Thursday the 12th Sept. to take entries fur the exhibition.,,
1895-09-12,Wednesday,  Wednesday night.	piece gfode cotton velvets fustians linen,,
1895-09-12, Friday,  Saturday August 31. He was standing husband. She gave her name and re tad pArk laat Friday when Jimini on the waggon farthest from the horses quosted the buyer if unmarried to write Mac the 'Ottawa horse beat Watch Eye when they suddenly started and he fell to Wlth the object of matrimony. The out of a part of a length in the third heat,,
1895-09-12,the day,  Blackberry picking has been the tc of ?he day for quite a while.,,
1895-09-12,Sunday,  spent Sunday in town.	|	(	---,,
1895-09-12, Friday,  Fyles absence arrived here Friday ng last.,,
1895-09-19, Tuesday,  Mr. C. Caldwell of the Pontiac House |tant population 22 and 1 10 mills and the arrived home from Ottawa on Tuesday I Rman Catholic population 28 and 2 10,,
1895-09-19, Tuesday,  UHARLEBMeGEl^t | Advertising ratva made known on appllca. P'Kht with a team and waggon. Beyond ectn nl> Tuesday and Wednesday,,
1895-09-19,Wednesday,  UHARLEBMeGEl^t | Advertising ratva made known on appllca. P'Kht with a team and waggon. Beyond ectn nl> Tuesday and Wednesday,,
1895-09-19, Saturday,  Saturday last at Ottawa the Capital ATTORNS> FOR TUN REVENUE DISTRICT Lie rosse club defeated the Coi walls by n,,
1895-09-19, Thursday,  John Garvey .n am r P o	candidate in South Kerry has so strength- Archduke Lsdaslas died on Thursday Modern anstcmisls diflferhowever. They proved too often of verv Inferior quality.,,
1895-09-19, Thursday,  Thursday mornine H*	that steps are contemplated for the expul-	accidental discharge of hie gun while he	although there ie a wide difference of opin- Wood   men in the prime of life but,,
1895-09-19, Monday,  T	.	*	*	The Chinese Minister st London hse 6srX on Monday.	it when found in such a diseased condition ! when a Hussisn shell bursting in the fifth,,
1895-09-19,Sunday,  in or near Hamilton on Sunday with an	UNITED states.	An l*dl*B* Ban Kills Two of His Eela- result. Upon examination the men of temporary recovery till the armies reas	4.C  saa*arwer,,
1895-09-19, few day,  death a few days previous it became I Ie it true that the eld Jwaes piece U necessary torerqpve the body of Mrs. Oobb haunted f,,
1895-09-19, 10th day,  Given at Hhawvllle this 10th day of September 1895,,
1895-09-19, 10th day,  years ago not to serve the people's    Given at Shawvllle this 10th day of September 1885.,,
1895-09-19, Friday,  	()n Friday last some Indians living Gates open for admission of Exhibits at property occupied by the late william,,
1895-09-19,visiting day,  The Rock wood asylum Kingston has J patients and visiting days are abol.,,
1895-09-19,eleventh day,  Hall on Wednesday the eleventh day of F,,
1895-09-26, Saturday,  Friday and Saturday September 27 and 28 ',,
1895-09-26, Friday,  Friday and Saturday September 27 and 28 ',,
1895-09-26, Thursday,  Will be at ShswTllleflret Thursday of each month.,,
1895-09-26, Saturday,  CoL John Warren well known on both sides of the Atlantic because of hie promi-Irish politics and as a leader of the Fenian movement died in Boston on Saturday.,,
1895-09-26, Saturday,  Senor de Lome the Spanish Minister at Washington delivered ou Saturday to the Acting United States Secretary of State a draft for the equivalent of $1449000 in settlement of the Mora claim.,,
1895-09-26,other day,  It is & well established fact that many people who would not be swindled by any other confidence game will allow themselves to be beguiled of their savings by a tale of buried treasure. The latest example of this cams to the attention of courte of Parie the other day. The acooeod swindlers were Pedro Baquet olive of skin and black of hair and Edouard Antoine who was pale and red-headed.,,
1895-09-26, Monday,  By Monday the oity contained 3o00,,
1895-09-26, before day,  Just before daylight another prolonged shook ; which is variously calculated to have lasted from two and a quarter to three minutes rocked the whole town a.j t were a cradle. Many were killed by falling rooka.,,
1895-09-26, Tuesday,  Frank Hiltsa lad about seventeen years of ageTreeiding at 164 Monro street Toron to accidentally shot himself on Tuesday afternoon whilst repairing a pistol supposed to be empty. He is not expected to recover.,,
1895-09-26, Monday,  was found dead in his bed at St. Thomas Several of the larger Massachusetts on Monday night. Death is attributed to cities have increased according to l__ heart failure. The deceased wae thirty- recently published returns of the State four years of age	census much more rapidly ainoe 1890 than,,
1895-09-26, Friday,  A despatch from Now York says Charles Redmond eleven years old attempted to commit suicide on Friday at,,
1895-09-26, Thursday,  Ex-Prime Minister Rosebery returned to I jnee for use in local elections. The company London on Thursday. Hs says thas there guarBnteee the machine# with all the is not the sligheet truth in the report that new improvement# for ten years he intends to visit America.,,
1895-09-26, Tuesday,  The new English battleship Majestic started on her trial trip on Tuesday morning but ran aground on the sands at A ten foot M wind wheel'* in Nebraska Spithesd. She wae floated off a# high raises 1000 gallons of water daily to a,,
1895-09-26, Friday,  Several families were poisoned here by I ^ despatch from Buffalo says Deteceating toadetoole'm mistake for mushrooms. | &ives Quinn and Reagan on Friday after-,,
1895-09-26, Friday,  Harry Becker and William Spinks gathered them early on Friday morning and returning home gave a quantity of them to neighbors. After eating them they became ill and a medical attendant pronounced it poisoning. Becker himself partook of a large quantity and for a time doubts were entertained of hie recovery. The patients,,
1895-09-26, Tuesday,  A portion of the pier at Moreoambe an English watering place collapsed on Tuesday throwing a large crowd of people into the water. Two were drowned and a somber injured.,,
1895-09-26, few day,  Our new Store will be ready for business in a few days.,,
1895-09-26, Monday,  At Yarm on Monday the 16th Inet. William Smith aged 67 years.,,
1895-09-26,Wednesday,  ually than were representative from dif- The big'torn on Wednesday evening,,
1895-09-26,Wednesday,  Lanill U. oarsneld and J. Clarke Lamp ed was the marriage on Wednesday morn- Clarendon Is now made out for the current,,
1895-09-26, 10th day,  Given at Shawvllle this 10th day of September 1816.,,
1895-09-26,other day,  Mr. J. Irwin tinsmith fell 35 feet at London the other day and immediately went to work again.,,
1895-09-26,holiday,  Miss Edna McKay and master Artie returned home on Saturday evening last from River du Loup where they have been spending their holidays for the past two months.,,
1895-09-26, Friday,  Wain nun 2.	the year than was experienced on Friday |	J. 	XtVtilJN Ol/JN	.,,
1895-09-26, Monday,  Mr. S. Young wife and child left Monday to pay a short visit to relatives in Goulburn.,,
1895-09-26,Sunday,  Rev. Thomas Shields of Portage du Robinson 1.	j Shaw ville on Sunday Sept. 29th.,,
1895-10-03, Monday,  Mr. J. M. Maodoogall Q. 0. of Hull was married on Monday evening last to,,
1895-10-03, Saturday,  Friday and Saturday September 27 and 28,,
1895-10-03, Friday,  Friday and Saturday September 27 and 28,,
1895-10-03, that day,  1	the oublie accommodation and has	for $16000	a	mile	or lease to the A. & | that day lightening struck a rock near	called and that occurred in the northern	accorded to every British eul ject.,,
1895-10-03, Saturday,  Hector Berihelot a very popular ** owumoce on Saturday laat-an oc	--,,
1895-10-03, few day,  A few days ago at a shooting party la,,
1895-10-03, few day,  Our new Store will be ready for business in a few days.,,
1895-10-03, Thursday,  lion of English agriculture occurred at A monument to the heroes who fell in the sale of Langdon Abbey on Thursday defence of Canada at Chryaler'e farm on,,
1895-10-03, Thursday,  stabling homestead and seven modern	by Hon. John Hsggart on Thursday last	Be	3111*6 and	3( 0 OUF	g,,
1895-10-03, 10th day,  Given at Sbawvllle this 10th day of September 1885.,,
1895-10-03, two day,  light came from. Mrer Weetmaoott was	Me Adam two days before.	months ago the	committee offered me a,,
1895-10-03, few day,  A bear ate an Indian child a few days,,
1895-10-03, 210 day,  The British ship Stoneleigh from Mel. bourne for London is now 210 day* out and feart are entertained that ihe may,,
1895-10-03, Friday,  The eteameri Conilantine and Trevethick collided on Friday off the entrance of the River Tyne. The Constantine was out to the water's edge and foundered hut her,,
1895-10-03, Tuesday,  desperate act he has ever attempted was committed Tuesday of this wask but through the reticence of the prison officials ceremonies of (fie principal day of the 1hae been kept a secret until now. He,,
1895-10-03, Thursday,  A military train returning to Paris on Garibaldiens. The latter with banners would be materially increased. So instead Thursday night was wrecked and thirteen and bauds of music occupied the places of of being taken there Perry was removed to were killed and sixty injured.	honor.	one of the Hoisted cells in the new building.,,
1895-10-03,Sunday,  Orders have been issued to have the Seult hM oblAined lhe exclusive right to land a 8te. Marie Canal kept open on Sundays lubmarjDe cable in Hawaii is the occasion until the end of the season.	of much discussion in London among the,,
1895-10-03, Saturday,  Mr. and Mrs. Short!# the parents of advocates of a British cable to the island. Shortis the X alleyfield murderer arrived According to correspondence from Cowes in Montreal an Saturday rugnu	several prominent yachtsmen including the,,
1895-10-03, birthday,  Mrs. Lois Ramee Wood of Worcester Maes celebrated her 101st birthday last week. She is still active and vigorous.,,
1895-10-10, Saturday,  Friday and Saturday September 27 and 28,,
1895-10-10, Friday,  Friday and Saturday September 27 and 28,,
1895-10-10,Wednesday,  been summoned for the despatch of busi- but also every other person of whom the ness on Wednesday the 30th day of this J laborer is accustomed to purchase the,,
1895-10-10, Tuesday,  s^.ue presided over by Chief Justice ton previously reported ashore at South-Meredith opened on Tuesday last and port has broken up and her cargo wash-were brought to a close to-day by the ed upon the beach. A number of Htintencmg of those found guilty. Mr. other small wrecks and minor casualties,,
1895-10-10, 10th day,  l^ruers oy mail promptly at- Charged With passing counterfeit coin to Buell Orr and Co. 60000000 feet ;  Given at 8bawville this 10th day of Sep-,,
1895-10-10,Sunday,  it is a significant fact that emergency hospitals in New York add their testimony as to the benefit of Sunday closing. Sunday instead of being the busiest dayis now the,,
1895-10-10,Sunday,  engageti in smuggling and he can fully will be Sunday Oct. 13 at 7 p. m	_,,
1895-10-10, Saturday,  waa burned on Saturday night. Had it not been for a favorable wind the entire stock in the yard would have been burnt.,,
1895-10-10,Wednesday,  At the Shortis trial which commenced at lteauharnois on Wednesday last the afternoon was taken up in selecting a jury. The defence challenged every per son but one and he was challenged by the crown. When the panel was exhausted only seven had been accepted and the court issued an order that more be summoned to be in attendance the following day so that the requisite number of jury men might be obtained.,,
1895-10-10, following day,  most brutal assaults that has ever taken < CCjVn Armstrong that the meeting do now place in Renfrew county. It happened a j adJourn- -Carried oouple of days ago at Whitney. Hilliard a man named Whelan had a few words and on the following day Whelan demanded an apology. Hilliard said he had nothing toapolgize forand with that,,
1895-10-17, Tuesday,  Mr. C. Caldwell lost a fine young horse on Tuesday from lockjaw caused by getting a nail in its foot some days previously.,,
1895-10-17, five day,  * e *	has been found alive after being five days,,
1895-10-17, Monday,  money to accompany the manuscript In every tewa on Monday.	munication from Maryland until we have,,
1895-10-17,Wednesday,  Pontiac Lodge A F. & A. M. on Wednes day night last.,,
1895-10-17, Tuesday,  Office hour* from 8 a m  to 12 a.m. and T day lest p m. to 8 p.m	1,,
1895-10-17, Monday,  hours.	I to the inevitable on Monday morning Wm. Elliott.	I the house,,
1895-10-17,other day,  Mr. Win. Clarke C. L. A exhibited a stalk of peas to The Equity the other day with eighty five well-filled,,
1895-10-17,other day,  A bear at Koeeeau killed a fine cow the other day.,,
1895-10-17,Sunday,  Seventy St. Catharines citizens were out hunting last Sunday.,,
1895-10-17, birthday,  The combined ages of six old men at6 St. Thomas birthday party was 490 years.,,
1895-10-17,other day,  Ten persons in Stratford the other day ate toadstools for mushrooms and suffered accordingly.,,
1895-10-17, few day,  Our new Store will be ready for business in a few days.,,
1895-10-17, Monday,  for Chatham Ont. was struck on Monday	Mrs. Langtry has made a formal demand	he discusses a number of scientific expert-,,
1895-10-17, Saturday,  On Saturday evening Mr. Edward Flat- products and flourand Jamaica furnishing hB Gsblnel dulF eleot#d*	|	qualified to speak,,
1895-10-17, Saturday,  the boat ratification of the French treaty. ^ Heory M Stanley is in Sen Fran-Sir Julian Pauocefote on Saturday had a clgco,,
1895-10-17,other day,  was made the other day and although the new occupant of the ancient office la no,,
1895-10-17, Friday,  Friday and warn fatally injured.,,
1895-10-17, Friday,  The Texas Legislature has passed the brought into Montreal on Friday morning I anti prize fighting bill and it takes effect after being lightened of two hundred and immediately.,,
1895-10-17, festival day,  festival days and pretends to shoot himself. Several times he has been taken from the church to a hospital where it was found that the pistol he had used was harmless.,,
1895-10-17, yesterday,  A prominent member of St. Barnabas yesterday admitted the advance of the ritualistic movement in the congre,,
1895-10-17, Friday,  The Ottawa Citizen of Friday lust,,
1895-10-31, Thursday,  Ii iwued from the office of Publication at Shawville every Thursday.,,
1895-10-31, Thursday,  Will be at SUawvllleflrst Thursday of each month.,,
1895-10-31, Monday,  $10000 on condition that he would	AVwW 500ZB uoxapsay	I Pieabytenait church on the Monday ful advice and plans of our pastor the Ven.,,
1895-10-31,Wednesday,  Mr. T. Q. Armitage of the G. V. Rtilway staff arrived here on Wednesday evening on a visit to friends.,,
1895-10-31, Friday,  Wheat shipments are going out at the rate gtenhen Hoyt of Lyndon ville Vt. has Switzerland on Friday and his long eubse- 425 were paid in the St. Lawrence and the Selkirk men.,,
1895-10-31, Tuesday,  covers a period of five years and h;e thrown from a mail waggon in New York	court Brooklyn on Tuesday before Jus-	property	in the various diet:ids the,,
1895-10-31, Monday,  ia* to the general policy of the Mr. Rieharl Esterbrcok founder of the Monday night. McGovern found Mrs. from the hnghsh Board of Directors. yrel etee| pen manufactory in the United% Uivver insensibly drunk in a vacant lot l* tiifl youngest man in the coun try to i g.atei aDd President of toe Esterbrook I en	Desr beP home. She elapsed in her arms a,,
1895-10-31, Friday,  to shut out their own engineers if the men ...I compel the Belfast yards to close. On $200990441 j Friday 3000 men in the Harlandand Wolff . 205633301 j BDg o:her yards at Belfast struck work,,
1895-10-31,Wednesday,  The Blair Government in New Brunswick was sustained by a large majority in the uenert'l election which took place on Wednesday Oct. 10. The returns show 34 ministerialists elected to V opposition*,,
1895-10-31, Saturday,  A bold robbery occurred Saturday even inu at F'Ulowfiold in which the mat! hag,,
1895-10-31,Wednesday,  A party of our village boys returned home on Wednesday evening from t partridge shooting expedition in the hack townships. They report having spent a very pleatumt week s outing and also bagged quite a number of birds. One of the young gttttlemsn whose,,
1895-10-31, Monday,  morrow w from Key West day states that General forced marches reached the province of Matanzas and that last Monday with 3 000 Cubans he engaged with a cavalry forer of 2800 Spaniards in the San Juan,,
1895-11-07, Thursday,  every Thursday.,,
1895-11-07, Thursday,  Will be at tiha wvllleflret Thursday of each month.,,
1895-11-07, Monday,  t-ioT the Bank hay this day been declared Any that the Name will bo payah e at f he Hank and Be branches on and after Monday the second day of Decern her next.,,
1895-11-07, both day,  TDK TRAN8KKK BOOKS will he closed from the sixteenth to the thirtieth days of If# vember. both dayn Included.,,
1895-11-07, Saturday,  Maooo* -In Bristol on Saturday Nov. 2nd. Gilbert Magoon Eeq. aged &> years 10 months and 14 day*.,,
1895-11-07, Tuesday,  Tuesday and revoked the charter thus Remember the shabby turnout y -u hau,,
1895-11-07,Wednesday,  dissolving the high Court but on Wed- last Christmas and consider your appear-needay called the brethren to Chicago ance in a new one this Christmas but do and formed a new High Court under the not stop at that complete your considers-license granted to the Insurance Depart- tion by buying new Harness from f the State last week to the 8u-	____ ____ _____,,
1895-11-07, Monday,  The model saloon is the latest thing promised by the temperance reformers of New York. The Church Temperance Society of the Protestant Episcopal Church received at a meeting held last Monday a report from its Secretary Mr. Robert Graham as to the type of temperance saloon it would be advisable to build in a great city like New York. Mr. Graham was sent abroad,,
1895-11-07, few day,  ers Princess Victoria and Maud arrived The Commission appointed to codify I progress of the dairy industry. lie ap in London a few days ago from Copen- the civil procedure has completed its la- proved of the Government s colonization hagen where the party had made a long hors. You will this sessionbe in a poai- policy but hoped thet something would visit to King Christian and Queen Louis lion to study in its intirety the draft oe done to give the poor farmers in his the parents of the Prncesa of Wales. copy which it has prepared. 1 am con- own county for instance an opportunity,,
1895-11-14, this day,  Town Hall Shawvilie No?. 9th 94. Board of School Commissioners of the Municipality of Clarendon met this day. Members present : James Hart chairman; commissioners W. B. Hodgine William,,
1895-11-14, Thursday,  Shawvilie every Thursday.,,
1895-11-14, Thursday,  bed to the disease on Thursday of last A brother of this young man was killed in the woods last winter while working for the same concern. Much,,
1895-11-14, Friday,  Friday each week from now until let,,
1895-11-14, Thursday,  Will be at dhawvllleflrst Thursday of each month.,,
1895-11-14, exhibition day,  Last Thursday witnessed the largest gathering of farmers in our streets that Pakenham has an expert milliner in | ^ occurred since exhibition day. The the person of Mr. Frank Abemethy. cause was the delivery of several hundred,,
1895-11-14, Thursday,  Last Thursday witnessed the largest gathering of farmers in our streets that Pakenham has an expert milliner in | ^ occurred since exhibition day. The the person of Mr. Frank Abemethy. cause was the delivery of several hundred,,
1895-11-14, Tuesday,  Oil Tuesday last 5th inst. Mr. James,,
1895-11-14,Wednesday,  Eades which took place from his father a ln matrimony to Miss Margaret Glenn - I residence on Wednesday afternoon last 0f the same place. The ceremony,,
1895-11-14, Friday,  lair Dressing Parlor ln building.	the last sad duty to a departed brother. on Friday night. Much good has,,
1895-11-14, Friday,  fall on Friday last. They were working HHHHI	HI,,
1895-11-14, Friday,  Mr. Graham had procured a few barrels Turpain and the bridesmaid was Miss of apples for the occasion and at the Elias Ardill. The bride was given away close of the program these appeared and by her brother Mr. John Ardill. disappeared with considerable rapidity. The happy couple returned home on How many of them survived the attack Friday night and were welcomed by Mrs. deponent saith not but the manner in Campbell ar. and a few friends when a which they vanished for a time would iu- quiet little supper was enj<yed. The dicate that the value of these barrels de- regular wedding breakfast had predated seriously between 9 and 10 been served after the ceremony at the J/dock	Ottawa House Portage du Fort where,,
1895-11-14, Saturday,  ten days ago died on Saturday at the A prairie fire burned over a tract il.V.	Iiehulf thanks all those who co-operated or agent of a bank can borrow money,,
1895-11-14, Saturday,  * Saturday night and two bodies were	Mias Flagler of Washington daugh-	pense with his services.	from 12s to 16s per barrel ; Greenings	easier prices prevail. The improvement,,
1895-11-14, Friday,  land which brought the disabled steam-	on Friday That if Russia and China	them would perish. He thinksi t hi	urea against sheep from those coun-	ery. The long continued lack of rain is,,
1895-11-14,other day,  oott the other day Mr. Laurier did not,,
1895-11-14, today,  Hon. Mr. Taillon today introduced his hill repealing the Act imposing commercial taxes and licenses. It will oome into force next October.,,
1895-11-14, Thursday,  yoed attained. The gentlemen from Thursday. He is 8U years old.,,
1895-11-14,Wednesday,  in the Dominion Parliament by the deeth Wednesday last of Mr. S.mard Liberal member for Charleroii County. Sir. Knndfcd warn firmt returned to Parliament at the last general election.,,
1895-11-14,Wednesday,  The battery of boilers in the building of the Detroit Evening Journal exploded at 9 o'clock on Wednesday morning last wracking the building Nos. 46 and 47 West Lsrned street killing at least 40 persons wounding 20 others more or less seriously and causing a loss of $00000.,,
1895-11-21, Tuesday,  On Tuesday of last week an old man named Lepipe was struck try a C. P R. engine near Renfrew station and instantly,,
1895-11-21, Saturday,  Mr. Nathaniel Brownlee one of the oldest residents of Ysrm neighborhood died on Thursday last. Hi# remains were interred here on Saturday afternoon,,
1895-11-21, Thursday,  Shawville every Thursday.,,
1895-11-21, Thursday,  A social will be held at the Parsonage of St. Paul's church Thursday nightNov. 28 in aid of missionary work. All are invited.,,
1895-11-21, Friday,  Friday Nov. 22nd,,
1895-11-21, Friday,  Friday each week from now until let of January is to be our special,,
1895-11-21, Thursday,  Will be at Shawvllleflret Thursday of each month.,,
1895-11-21, Tuesday,  Mr. Edward Graham of Elmside from whom we had a call on Tuesday informs oa that he will be finished pressing hay in Bristol by the end of November after which lime he will remove his machine into Clarendon when those requiring its use will have an opportunity of getting their woik done.,,
1895-11-21, Tuesday,  Dr. J. C. Rattray of Cobden whote illness was mentioned in these columns 2 weeks ago passed peacefully away at his residence on Tuesday the 12th inat. aged 44 years. His remains were interred in the Presbyterian cemetery Cobden. on Messrs. Edward Hodgins & Sons are Thursday afternoon ie presence of a large making some changes in the interior of concourse of people. Deceased was the their store whereby more shelf room will eldest son of D. M. Rattray Esq. of P. be afforded.	D- Fort.,,
1895-11-21, Thursday,  Dr. J. C. Rattray of Cobden whote illness was mentioned in these columns 2 weeks ago passed peacefully away at his residence on Tuesday the 12th inat. aged 44 years. His remains were interred in the Presbyterian cemetery Cobden. on Messrs. Edward Hodgins & Sons are Thursday afternoon ie presence of a large making some changes in the interior of concourse of people. Deceased was the their store whereby more shelf room will eldest son of D. M. Rattray Esq. of P. be afforded.	D- Fort.,,
1895-11-21, Monday,  Mr Frank Bissonette and party of A stage driver has received damage# Ottawa returned home on Monday after from Loughboro township for failing to a week's hunting in Leslie. The carcase remove snow from their roads. The stage of an   antlered monarch   showed to what driver after complaining frequently to extent the expedition had been successful the township council without result was,,
1895-11-21, Friday,  Superior Schools for the province examin His widow was left her present residence threatening all sorts of things if the seiz ed the Academy here on Friday last. In and household effects $16000 and an an uree are persisted in. It is expected there the evening in accordance with announce ouity of $2.000 a year.	will be considerable trouble and probably,,
1895-11-21, Saturday,  effect via Vancouver. The rates are Wilkins took place on Saturday after-1 er*	The trade situation at Montreal is,,
1895-11-21,Wednesday,  been given to eeaae the massacres. The the Legislative Council which on Wed Sultan fears joint European action and nesday waa blocked by the moving of tin regards the concurrent concentration of 11 previous question    is again to be mtr .,,
1895-11-21, Saturday,  its first meeting on Saturday. The Porte,,
1895-11-21, Friday,  On Friday the Premier brought down and the country in the vicinity laid waste. I ^ estimates of expenditure for the fiscal,,
1895-11-28, Thursday,  Is issued from the office of Publication at 8hswville every Thursday.,,
1895-11-28, Saturday,  There was a large market on Saturday and business was lively. The various commodities offered and the prices were ;,,
1895-11-28, Friday,  Friday November 29th,,
1895-11-28, atShawvllleflrstThursday,  Will be atShawvllleflrstThursday ofeaoh month.,,
1895-11-28,other day,  How much money and effort is wasted by church denominations was illustrated the other day at a meeting of the Presbyterian Synod at Winnipeg when one of the missionaries told that at the village of Pipestone with a population of 30 or 40 four denominations were struggling with churches while the pagan Indians within three miles of them had not heard the Gospel until recently.,,
1895-11-28,Wednesday,  A very end shooting accident occurred in the neighborhood of Otter Lake ou Wednesday afternoon of last week the particulars of which briefly stated are as,,
1895-11-28,Wednesday,  Owing to the absence of deceased's brother Peter and m order that the latter might be present thereat the obtt-a did not take place until Wednesday of week. Durig the interval that elapsed from the occurrence of the lamentable accident up the day on which the last sad rites were performed a very large number of people called to express their sorrow with the sorely afflicted relatives and take a last parting look at the features of the departed ms they calmly reposed in 1% embrace of Death.,,
1895-11-28, Tuesday,  Mr. J. A. Lucas announces that he will open his new blacksmith shop at Bristol Ridge on Tuesday of next week.,,
1895-11-28,Wednesday,  A social was held in the court room on Wednesday evening under the auspices of the Parochial Temperance Society. A program of music was carried out and an enjoyable time was spent.,,
1895-11-28, Tuesday,  The remains of Mrs. Goodie of Beach* burg (formerly Miss Mary Ann Cline of this village ) were interred here on Tuesday evening of this week having been brought up from the Ottawa hospital.,,
1895-11-28, Saturday,  On Saturday the 10th inst. as Fransa Johnson a Cud ben young man was in the act of pushing off his canoe at the lake shore a abut gun the muzzle of which pointed towards him was in some discharged and the whole contents of the barrel entered the lower part nf his abdomeninflicting a terrible wound from which the unfortunate man died in two hours afterwards.,,
1895-11-28, Saturday,  Saturday Night :   I wonder what one could eay about this book that would induce the Intelligent reading public of Canada ta greet it with the whirlwind of approval that fte merlin deeerve. ... It le one of the few books written by Canadians and most of the stories are located in Canada.N,,
1895-11-28, Tuesday,  Mr. Taillon on Tuesday of this week in of ocean freights now practically only a Good Old V3.l0ncicl R&ISinS 3i CtS.,,
1895-11-28, Saturday,  The final shipment of cattle for the son to Great Britain was made by the Beaver Line steamer Like Huron which sailed for Liverpool on Saturday last.,,
1895-11-28, today,  fr-'m Caracas received today that the	Christmas and consider your appear-	good order t	v,,
1895-11-28, yesterday,  A telegram received in Constantinople yesterday says that bands of marauding Circassians are plundering the village of,,
1895-11-28,Wednesday,  Wednesday. The Government has issued an order prohibiting the English newspapers of the date of Nov. 19 German papers of November 18 and American papers of November 18 and 19 from entering the,,
1895-11-28,Sunday,  Zest any desire to see the vdlage or heard to Mrs. Farquharson ; so go to tlit- church on Sundays. 1	' 1 thought I might safely tell you. ,,
1895-11-28,the day,  lv-v. Mr. Cairns chairman of the Pembroke district preached in the Methodist church here on Sunday evening his sermon being of a missionary character. At the close t f tho service lie announced that the rum of (91 had been collected during the day for missionary purposes.,,
1895-11-28, Saturday,  n Saturday n ght. All report hav* Mr. Lumieux expressed himself against,,
1895-11-28, Thursday,  Chicago had a half million dollar fire on Thursday. Several factories were destroy,,
